model_id,endpoint_name,provider_name,endpoint_tag,quantization,context_length,max_completion_tokens,supported_parameters,input_modalities,output_modalities,pricing,endpoint_json
openai/gpt-oss-120b,Phala | openai/gpt-oss-120b,Phala,phala,unknown,131072,117964,"[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""seed"",""top_k"",""min_p"",""repetition_penalty"",""tools"",""tool_choice"",""response_format"",""structured_outputs"",""logprobs"",""top_logprobs"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000015"",""completion"":""0.0000006"",""discount"":0}","{""name"":""Phala | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.00000015"",""completion"":""0.0000006"",""discount"":0},""provider_name"":""Phala"",""tag"":""phala"",""quantization"":""unknown"",""max_completion_tokens"":117964,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""seed"",""top_k"",""min_p"",""repetition_penalty"",""tools"",""tool_choice"",""response_format"",""structured_outputs"",""logprobs"",""top_logprobs"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":100,""uptime_last_5m"":null,""uptime_last_1d"":93.19581802769143,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-oss-120b,Together | openai/gpt-oss-120b,Together,together,unknown,131072,117964,"[""reasoning"",""include_reasoning"",""structured_outputs"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""top_k"",""repetition_penalty"",""logit_bias"",""min_p"",""tools"",""tool_choice"",""response_format"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000015"",""completion"":""0.0000006"",""discount"":0}","{""name"":""Together | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.00000015"",""completion"":""0.0000006"",""discount"":0},""provider_name"":""Together"",""tag"":""together"",""quantization"":""unknown"",""max_completion_tokens"":117964,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""structured_outputs"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""top_k"",""repetition_penalty"",""logit_bias"",""min_p"",""tools"",""tool_choice"",""response_format"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":100,""uptime_last_5m"":100,""uptime_last_1d"":99.39301300369951,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-oss-120b,Groq | openai/gpt-oss-120b,Groq,groq,unknown,131072,65536,"[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""seed"",""response_format"",""tools"",""tool_choice"",""structured_outputs"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000015"",""completion"":""0.0000006"",""input_cache_read"":""0.000000075"",""discount"":0}","{""name"":""Groq | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.00000015"",""completion"":""0.0000006"",""input_cache_read"":""0.000000075"",""discount"":0},""provider_name"":""Groq"",""tag"":""groq"",""quantization"":""unknown"",""max_completion_tokens"":65536,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""seed"",""response_format"",""tools"",""tool_choice"",""structured_outputs"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":99.991547271882,""uptime_last_5m"":100,""uptime_last_1d"":99.99329615483495,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-oss-120b,Mara | openai/gpt-oss-120b,Mara,mara,unknown,131072,117964,"[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""stop"",""top_k"",""top_p"",""tool_choice"",""tools"",""structured_outputs"",""response_format"",""logprobs"",""top_logprobs"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000015"",""completion"":""0.00000075"",""discount"":0}","{""name"":""Mara | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.00000015"",""completion"":""0.00000075"",""discount"":0},""provider_name"":""Mara"",""tag"":""mara"",""quantization"":""unknown"",""max_completion_tokens"":117964,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""stop"",""top_k"",""top_p"",""tool_choice"",""tools"",""structured_outputs"",""response_format"",""logprobs"",""top_logprobs"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":null,""uptime_last_5m"":null,""uptime_last_1d"":71.78967190555515,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-oss-120b,DeepInfra | openai/gpt-oss-120b,DeepInfra,deepinfra/fp8,fp8,131072,117964,"[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""repetition_penalty"",""top_k"",""seed"",""min_p"",""logit_bias"",""tools"",""tool_choice"",""response_format"",""reasoning_effort""]",null,null,"{""prompt"":""0.0000002"",""completion"":""0.00000095"",""discount"":0}","{""name"":""DeepInfra | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.0000002"",""completion"":""0.00000095"",""discount"":0},""provider_name"":""DeepInfra"",""tag"":""deepinfra/fp8"",""quantization"":""fp8"",""max_completion_tokens"":117964,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""frequency_penalty"",""presence_penalty"",""repetition_penalty"",""top_k"",""seed"",""min_p"",""logit_bias"",""tools"",""tool_choice"",""response_format"",""reasoning_effort""],""supports_tool_choice"":{""none"":false,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":null,""uptime_last_5m"":null,""uptime_last_1d"":40.68789450408073,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-oss-120b,Cerebras | openai/gpt-oss-120b,Cerebras,cerebras/fp16,fp16,131072,40960,"[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""seed"",""logprobs"",""top_logprobs"",""tools"",""tool_choice"",""response_format"",""structured_outputs"",""frequency_penalty"",""presence_penalty"",""logit_bias"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000035"",""completion"":""0.00000075"",""input_cache_read"":""0.00000035"",""discount"":0}","{""name"":""Cerebras | openai/gpt-oss-120b"",""model_id"":""openai/gpt-oss-120b"",""model_name"":""OpenAI: gpt-oss-120b"",""context_length"":131072,""pricing"":{""prompt"":""0.00000035"",""completion"":""0.00000075"",""input_cache_read"":""0.00000035"",""discount"":0},""provider_name"":""Cerebras"",""tag"":""cerebras/fp16"",""quantization"":""fp16"",""max_completion_tokens"":40960,""max_prompt_tokens"":null,""supported_parameters"":[""reasoning"",""include_reasoning"",""max_tokens"",""temperature"",""top_p"",""stop"",""seed"",""logprobs"",""top_logprobs"",""tools"",""tool_choice"",""response_format"",""structured_outputs"",""frequency_penalty"",""presence_penalty"",""logit_bias"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":100,""uptime_last_5m"":100,""uptime_last_1d"":99.98722100253791,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-5-nano,OpenAI | openai/gpt-5-nano-2025-08-07,OpenAI,openai/flex,unknown,400000,128000,"[""reasoning"",""include_reasoning"",""structured_outputs"",""response_format"",""seed"",""max_tokens"",""tools"",""tool_choice"",""reasoning_effort""]",null,null,"{""prompt"":""0.000000025"",""completion"":""0.0000002"",""web_search"":""0.01"",""input_cache_read"":""0.0000000025"",""discount"":0}","{""name"":""OpenAI | openai/gpt-5-nano-2025-08-07"",""model_id"":""openai/gpt-5-nano"",""model_name"":""OpenAI: GPT-5 Nano"",""context_length"":400000,""pricing"":{""prompt"":""0.000000025"",""completion"":""0.0000002"",""web_search"":""0.01"",""input_cache_read"":""0.0000000025"",""discount"":0},""provider_name"":""OpenAI"",""tag"":""openai/flex"",""quantization"":""unknown"",""max_completion_tokens"":128000,""max_prompt_tokens"":272000,""supported_parameters"":[""reasoning"",""include_reasoning"",""structured_outputs"",""response_format"",""seed"",""max_tokens"",""tools"",""tool_choice"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":100,""uptime_last_5m"":null,""uptime_last_1d"":100,""supports_implicit_caching"":true,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-5-nano,Azure | openai/gpt-5-nano-2025-08-07,Azure,azure,unknown,400000,360000,"[""max_completion_tokens"",""reasoning"",""include_reasoning"",""seed"",""response_format"",""structured_outputs"",""tools"",""tool_choice"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000005"",""completion"":""0.0000004"",""web_search"":""0.01"",""input_cache_read"":""0.00000001"",""discount"":0}","{""name"":""Azure | openai/gpt-5-nano-2025-08-07"",""model_id"":""openai/gpt-5-nano"",""model_name"":""OpenAI: GPT-5 Nano"",""context_length"":400000,""pricing"":{""prompt"":""0.00000005"",""completion"":""0.0000004"",""web_search"":""0.01"",""input_cache_read"":""0.00000001"",""discount"":0},""provider_name"":""Azure"",""tag"":""azure"",""quantization"":""unknown"",""max_completion_tokens"":360000,""max_prompt_tokens"":null,""supported_parameters"":[""max_completion_tokens"",""reasoning"",""include_reasoning"",""seed"",""response_format"",""structured_outputs"",""tools"",""tool_choice"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":100,""uptime_last_5m"":100,""uptime_last_1d"":99.9892328398385,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-5-nano,OpenAI | openai/gpt-5-nano-2025-08-07,OpenAI,openai,unknown,400000,128000,"[""reasoning"",""include_reasoning"",""structured_outputs"",""response_format"",""seed"",""max_tokens"",""tools"",""tool_choice"",""reasoning_effort""]",null,null,"{""prompt"":""0.00000005"",""completion"":""0.0000004"",""web_search"":""0.01"",""input_cache_read"":""0.000000005"",""discount"":0}","{""name"":""OpenAI | openai/gpt-5-nano-2025-08-07"",""model_id"":""openai/gpt-5-nano"",""model_name"":""OpenAI: GPT-5 Nano"",""context_length"":400000,""pricing"":{""prompt"":""0.00000005"",""completion"":""0.0000004"",""web_search"":""0.01"",""input_cache_read"":""0.000000005"",""discount"":0},""provider_name"":""OpenAI"",""tag"":""openai"",""quantization"":""unknown"",""max_completion_tokens"":128000,""max_prompt_tokens"":272000,""supported_parameters"":[""reasoning"",""include_reasoning"",""structured_outputs"",""response_format"",""seed"",""max_tokens"",""tools"",""tool_choice"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":99.98787731846285,""uptime_last_5m"":100,""uptime_last_1d"":99.9810024834175,""supports_implicit_caching"":true,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
openai/gpt-5-nano,Azure | openai/gpt-5-nano-2025-08-07,Azure,azure/swedencentral,unknown,400000,360000,"[""max_completion_tokens"",""reasoning"",""include_reasoning"",""seed"",""response_format"",""structured_outputs"",""tools"",""tool_choice"",""reasoning_effort""]",null,null,"{""prompt"":""0.000000055"",""completion"":""0.00000044"",""web_search"":""0.01"",""input_cache_read"":""0.000000011"",""discount"":0}","{""name"":""Azure | openai/gpt-5-nano-2025-08-07"",""model_id"":""openai/gpt-5-nano"",""model_name"":""OpenAI: GPT-5 Nano"",""context_length"":400000,""pricing"":{""prompt"":""0.000000055"",""completion"":""0.00000044"",""web_search"":""0.01"",""input_cache_read"":""0.000000011"",""discount"":0},""provider_name"":""Azure"",""tag"":""azure/swedencentral"",""quantization"":""unknown"",""max_completion_tokens"":360000,""max_prompt_tokens"":null,""supported_parameters"":[""max_completion_tokens"",""reasoning"",""include_reasoning"",""seed"",""response_format"",""structured_outputs"",""tools"",""tool_choice"",""reasoning_effort""],""supports_tool_choice"":{""none"":true,""auto"":true,""required"":true,""function"":true},""status"":0,""uptime_last_30m"":null,""uptime_last_5m"":100,""uptime_last_1d"":100,""supports_implicit_caching"":false,""supports_voice_cloning"":false,""latency_last_30m"":null,""throughput_last_30m"":null}"
