model_id,endpoint_name,provider_name,endpoint_tag,quantization,captured_at_utc,context_length,tier,min_prompt_tokens,supported_parameters,input_usd_per_million,output_usd_per_million,cache_read_usd_per_million,cache_write_usd_per_million,pricing_json_original_units
deepseek/deepseek-v4.1-flash,Makora | deepseek/deepseek-v4.1-flash-20260910,Makora,makora,unknown,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""temperature"", ""top_p"", ""top_k"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""stop"", ""max_tokens"", ""seed"", ""min_p"", ""logit_bias"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,DigitalOcean | deepseek/deepseek-v4.1-flash-20260910,DigitalOcean,digitalocean,unknown,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""temperature"", ""top_p"", ""max_tokens"", ""response_format"", ""logprobs"", ""top_logprobs"", ""structured_outputs"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Alibaba | deepseek/deepseek-v4.1-flash-20260910,Alibaba,alibaba,unknown,2026-09-17T05:38:13.188101+00:00,1000000,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""top_k"", ""frequency_penalty"", ""stop"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.03000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.00000003"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Alibaba | deepseek/deepseek-v4.1-flash-20260910,Alibaba,alibaba,unknown,2026-09-17T05:38:13.188101+00:00,1000000,override,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""top_k"", ""frequency_penalty"", ""stop"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.03000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.00000003"",""discount"":0,""utc_start"":0,""utc_end"":1400}"
deepseek/deepseek-v4.1-flash,Alibaba | deepseek/deepseek-v4.1-flash-20260910,Alibaba,alibaba,unknown,2026-09-17T05:38:13.188101+00:00,1000000,override,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""top_k"", ""frequency_penalty"", ""stop"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.15000000,0.6000000,0.015000000,,"{""prompt"":""0.00000015"",""completion"":""0.0000006"",""input_cache_read"":""0.000000015"",""discount"":0,""utc_start"":1400,""utc_end"":0}"
deepseek/deepseek-v4.1-flash,Together | deepseek/deepseek-v4.1-flash-20260910,Together,together,unknown,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""top_k"", ""repetition_penalty"", ""logit_bias"", ""min_p"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,SiliconFlow | deepseek/deepseek-v4.1-flash-20260910,SiliconFlow,siliconflow/fp8,fp8,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""temperature"", ""top_p"", ""top_k"", ""frequency_penalty"", ""max_tokens"", ""response_format"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Modal | deepseek/deepseek-v4.1-flash-20260910,Modal,modal,unknown,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""temperature"", ""top_p"", ""stop"", ""max_tokens"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.03000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.00000003"",""discount"":0}"
deepseek/deepseek-v4.1-flash,BaseTen | deepseek/deepseek-v4.1-flash-20260910,BaseTen,baseten/fp8,fp8,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.03000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.00000003"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Parasail | deepseek/deepseek-v4.1-flash-20260910,Parasail,parasail/fp8,fp8,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""top_k"", ""logit_bias"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Novita | deepseek/deepseek-v4.1-flash-20260910,Novita,novita/fp8,fp8,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""seed"", ""top_k"", ""repetition_penalty"", ""response_format"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs"", ""reasoning_effort""]",0.3000000,1.2000000,0.006000000,,"{""prompt"":""0.0000003"",""completion"":""0.0000012"",""input_cache_read"":""0.000000006"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Phala | deepseek/deepseek-v4.1-flash-20260910,Phala,phala,unknown,2026-09-17T05:38:13.188101+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""seed"", ""top_k"", ""min_p"", ""repetition_penalty"", ""response_format"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs"", ""reasoning_effort""]",0.345000000,1.38000000,0.0069000000,,"{""prompt"":""0.000000345"",""completion"":""0.00000138"",""input_cache_read"":""0.0000000069"",""discount"":0}"
deepseek/deepseek-v4.1-flash,Venice | deepseek/deepseek-v4.1-flash-20260910,Venice,venice/fp8,fp8,2026-09-17T05:38:13.188101+00:00,1000000,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""top_k"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice"", ""reasoning_effort""]",0.375000000,1.5000000,0.0075000000,,"{""prompt"":""0.000000375"",""completion"":""0.0000015"",""input_cache_read"":""0.0000000075"",""discount"":0}"
qwen/qwen3.7-flash,Alibaba | qwen/qwen3.7-flash-20260727,Alibaba,alibaba,unknown,2026-09-17T05:38:13.186375+00:00,1000000,base,,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""logprobs"", ""top_logprobs"", ""tools"", ""tool_choice""]",0.03000000,0.13000000,0.006000000,0.038000000,"{""prompt"":""0.00000003"",""completion"":""0.00000013"",""input_cache_read"":""0.000000006"",""input_cache_write"":""0.000000038"",""discount"":0}"
qwen/qwen3.7-flash,Alibaba | qwen/qwen3.7-flash-20260727,Alibaba,alibaba,unknown,2026-09-17T05:38:13.186375+00:00,1000000,override,32000,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""logprobs"", ""top_logprobs"", ""tools"", ""tool_choice""]",0.1000000,0.4000000,0.02000000,0.125000000,"{""prompt"":""0.0000001"",""completion"":""0.0000004"",""input_cache_read"":""0.00000002"",""input_cache_write"":""0.000000125"",""discount"":0,""min_prompt_tokens"":32000}"
qwen/qwen3.7-flash,Alibaba | qwen/qwen3.7-flash-20260727,Alibaba,alibaba,unknown,2026-09-17T05:38:13.186375+00:00,1000000,override,256000,"[""reasoning"", ""include_reasoning"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""presence_penalty"", ""response_format"", ""logprobs"", ""top_logprobs"", ""tools"", ""tool_choice""]",0.2000000,0.8000000,0.04000000,0.25000000,"{""prompt"":""0.0000002"",""completion"":""0.0000008"",""input_cache_read"":""0.00000004"",""input_cache_write"":""0.00000025"",""discount"":0,""min_prompt_tokens"":256000}"
google/gemini-2.5-flash-lite,Google | google/gemini-2.5-flash-lite,Google,google-vertex/eu,unknown,2026-09-17T05:38:13.246886+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""tools"", ""tool_choice"", ""stop""]",0.1000000,0.4000000,0.01000000,0.0833333333333333000000,"{""prompt"":""0.0000001"",""completion"":""0.0000004"",""image"":""0.0000001"",""audio"":""0.0000003"",""input_audio_cache"":""0.00000003"",""web_search"":""0.014"",""internal_reasoning"":""0.0000004"",""input_cache_read"":""0.00000001"",""input_cache_write"":""0.0000000833333333333333"",""discount"":0}"
google/gemini-2.5-flash-lite,Google | google/gemini-2.5-flash-lite,Google,google-vertex,unknown,2026-09-17T05:38:13.246886+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""tools"", ""tool_choice"", ""stop""]",0.1000000,0.4000000,0.01000000,0.0833333333333333000000,"{""prompt"":""0.0000001"",""completion"":""0.0000004"",""image"":""0.0000001"",""audio"":""0.0000003"",""input_audio_cache"":""0.00000003"",""web_search"":""0.014"",""internal_reasoning"":""0.0000004"",""input_cache_read"":""0.00000001"",""input_cache_write"":""0.0000000833333333333333"",""discount"":0}"
google/gemini-2.5-flash-lite,Google AI Studio | google/gemini-2.5-flash-lite,Google AI Studio,google-ai-studio/flex,unknown,2026-09-17T05:38:13.246886+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""tools"", ""tool_choice"", ""stop""]",0.05000000,0.2000000,0.005000000,0.0416666666666667000000,"{""prompt"":""0.00000005"",""completion"":""0.0000002"",""image"":""0.00000005"",""audio"":""0.00000015"",""input_audio_cache"":""0.000000015"",""web_search"":""0.014"",""internal_reasoning"":""0.0000002"",""input_cache_read"":""0.000000005"",""input_cache_write"":""0.0000000416666666666667"",""discount"":0}"
google/gemini-2.5-flash-lite,Google AI Studio | google/gemini-2.5-flash-lite,Google AI Studio,google-ai-studio,unknown,2026-09-17T05:38:13.246886+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""tools"", ""tool_choice"", ""stop""]",0.1000000,0.4000000,0.01000000,0.0833333333333333000000,"{""prompt"":""0.0000001"",""completion"":""0.0000004"",""image"":""0.0000001"",""audio"":""0.0000003"",""input_audio_cache"":""0.00000003"",""web_search"":""0.014"",""internal_reasoning"":""0.0000004"",""input_cache_read"":""0.00000001"",""input_cache_write"":""0.0000000833333333333333"",""discount"":0}"
google/gemini-2.5-flash-lite,Google AI Studio | google/gemini-2.5-flash-lite,Google AI Studio,google-ai-studio/priority,unknown,2026-09-17T05:38:13.246886+00:00,1048576,base,,"[""reasoning"", ""include_reasoning"", ""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""tools"", ""tool_choice"", ""stop""]",0.18000000,0.72000000,0.018000000,0.15000000,"{""prompt"":""0.00000018"",""completion"":""0.00000072"",""image"":""0.00000018"",""audio"":""0.00000054"",""input_audio_cache"":""0.000000054"",""web_search"":""0.014"",""internal_reasoning"":""0.00000072"",""input_cache_read"":""0.000000018"",""input_cache_write"":""0.00000015"",""discount"":0}"
qwen/qwen-2.5-7b-instruct,Phala | qwen/qwen-2.5-7b-instruct,Phala,phala,unknown,2026-09-17T05:38:13.253858+00:00,32768,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""seed"", ""top_k"", ""min_p"", ""repetition_penalty"", ""response_format"", ""structured_outputs"", ""tools"", ""tool_choice""]",0.1000000,0.2000000,,,"{""prompt"":""0.0000001"",""completion"":""0.0000002"",""discount"":0}"
qwen/qwen-2.5-72b-instruct,DeepInfra | qwen/qwen-2.5-72b-instruct,DeepInfra,deepinfra/fp8,fp8,2026-09-17T05:38:13.246264+00:00,32768,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""top_k"", ""seed"", ""min_p"", ""tools"", ""tool_choice"", ""logit_bias"", ""structured_outputs"", ""response_format""]",0.36000000,0.4000000,,,"{""prompt"":""0.00000036"",""completion"":""0.0000004"",""discount"":0}"
qwen/qwen-2.5-72b-instruct,Novita | qwen/qwen-2.5-72b-instruct,Novita,novita/bf16,bf16,2026-09-17T05:38:13.246264+00:00,32000,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""seed"", ""top_k"", ""repetition_penalty"", ""tools"", ""tool_choice""]",0.38000000,0.4000000,,,"{""prompt"":""0.00000038"",""completion"":""0.0000004"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,DeepInfra | meta-llama/llama-3.3-70b-instruct,DeepInfra,deepinfra/turbo,fp8,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""top_k"", ""seed"", ""min_p"", ""tools"", ""tool_choice"", ""logit_bias"", ""response_format"", ""structured_outputs""]",0.1000000,0.32000000,,,"{""prompt"":""0.0000001"",""completion"":""0.00000032"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Novita | meta-llama/llama-3.3-70b-instruct,Novita,novita/bf16,bf16,2026-09-17T05:38:13.317185+00:00,12288,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""seed"", ""top_k"", ""repetition_penalty"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs""]",0.135000000,0.4000000,,,"{""prompt"":""0.000000135"",""completion"":""0.0000004"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,AkashML | meta-llama/llama-3.3-70b-instruct,AkashML,akashml/fp8,fp8,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""temperature"", ""top_p"", ""top_k"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""max_tokens"", ""structured_outputs"", ""tools"", ""tool_choice"", ""response_format"", ""logprobs"", ""top_logprobs""]",0.2000000,0.52000000,0.1000000,,"{""prompt"":""0.0000002"",""completion"":""0.00000052"",""input_cache_read"":""0.0000001"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Parasail | meta-llama/llama-3.3-70b-instruct,Parasail,parasail/fp8,fp8,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""frequency_penalty"", ""presence_penalty"", ""repetition_penalty"", ""seed"", ""stop"", ""top_k"", ""logit_bias"", ""structured_outputs"", ""response_format"", ""logprobs"", ""top_logprobs""]",0.22000000,0.5000000,0.11000000,,"{""prompt"":""0.00000022"",""completion"":""0.0000005"",""input_cache_read"":""0.00000011"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Cloudflare | meta-llama/llama-3.3-70b-instruct,Cloudflare,cloudflare/fp8,fp8,2026-09-17T05:38:13.317185+00:00,24000,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""top_k"", ""seed"", ""repetition_penalty"", ""frequency_penalty"", ""presence_penalty"", ""min_p"", ""stop"", ""logit_bias"", ""response_format"", ""logprobs"", ""top_logprobs""]",0.293000000,2.253000000,,,"{""prompt"":""0.000000293"",""completion"":""0.000002253"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,SambaNova | meta-llama/llama-3.3-70b-instruct,SambaNova,sambanova-turbo,unknown,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""top_k"", ""stop"", ""response_format"", ""structured_outputs"", ""logprobs"", ""top_logprobs""]",0.45000000,0.9000000,,,"{""prompt"":""0.00000045"",""completion"":""0.0000009"",""discount"":0.25}"
meta-llama/llama-3.3-70b-instruct,Groq | meta-llama/llama-3.3-70b-instruct,Groq,groq,unknown,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""seed"", ""response_format"", ""tools"", ""tool_choice""]",0.59000000,0.79000000,0.295000000,,"{""prompt"":""0.00000059"",""completion"":""0.00000079"",""input_cache_read"":""0.000000295"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,CoreWeave | meta-llama/llama-3.3-70b-instruct,CoreWeave,coreweave/fp16,fp16,2026-09-17T05:38:13.317185+00:00,128000,base,,"[""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""top_k"", ""repetition_penalty"", ""frequency_penalty"", ""presence_penalty"", ""stop"", ""seed"", ""tools"", ""tool_choice"", ""logprobs"", ""top_logprobs""]",0.71000000,0.71000000,0.71000000,,"{""prompt"":""0.00000071"",""completion"":""0.00000071"",""input_cache_read"":""0.00000071"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Google | meta-llama/llama-3.3-70b-instruct,Google,google-vertex/us-central1,unknown,2026-09-17T05:38:13.317185+00:00,128000,base,,"[""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""top_k"", ""frequency_penalty"", ""presence_penalty"", ""stop"", ""tools"", ""tool_choice""]",0.72000000,0.72000000,,,"{""prompt"":""0.00000072"",""completion"":""0.00000072"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Google | meta-llama/llama-3.3-70b-instruct,Google,google-vertex,unknown,2026-09-17T05:38:13.317185+00:00,128000,base,,"[""max_tokens"", ""temperature"", ""top_p"", ""seed"", ""response_format""]",0.72000000,0.72000000,,,"{""prompt"":""0.00000072"",""completion"":""0.00000072"",""discount"":0}"
meta-llama/llama-3.3-70b-instruct,Together | meta-llama/llama-3.3-70b-instruct,Together,together,unknown,2026-09-17T05:38:13.317185+00:00,131072,base,,"[""structured_outputs"", ""response_format"", ""max_tokens"", ""temperature"", ""top_p"", ""stop"", ""frequency_penalty"", ""presence_penalty"", ""top_k"", ""repetition_penalty"", ""logit_bias"", ""min_p"", ""tools"", ""tool_choice""]",1.04000000,1.04000000,,,"{""prompt"":""0.00000104"",""completion"":""0.00000104"",""discount"":0}"
